brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
charm cosmetic skincare,hydra fresh tinted moisturiser spf broad spectrum,general moisturizer,brighteningmay worsen oily skinacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
summer laboratory inc,summer laboratory moistureall,general moisturizer,may worsen oily skin,,,dry,0.0,0.0,0.0,1.0,0.0
olay,moisture ribbon plus shea manuka honey body wash,bath body,reduces large poresdryingmay worsen oily skinacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
raw sugar,simply hand wash vanilla bean sugar,hand care,reduces large poresdryingacne triggerirritating,,,oily,0.0,0.0,1.0,0.0,0.0
flower beauty drew,fight light blue light protection mist,face makeup,brighteningdryingacne triggerirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
scinic,day fine pore mint paste,wet mask,redness reducingdryingmay worsen oily skinacne triggerirritatingeczema,,,dry sensitive,1.0,0.0,0.0,1.0,0.0
aveeno,daily moisturizing lotion,general moisturizer,dryingmay worsen oily skinacne trigger,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
la mer,blue heart crme de la mer,general moisturizer,hydratingreduces irritationreduces large poresdryingmay worsen oily skinacne triggerirritating,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
bali body,bb cream spf,sunscreen,antiagingacne triggerrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
formula,one smooth operator pore clearing face scrub,exfoliator,dryingacne triggerirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
loreal,dermoexpertise eye makeup remover,makeup remover,dryingmay worsen oily skinirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
ultrasun,face mineral spf,sunscreen,acne triggerrosaceaeczema,,,normal oily,0.0,0.0,1.0,0.0,1.0
sunsense,sun protection lip balm spf,lip moisturizer,may worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
dove,mencare deep clean facial cleanser exfoliating face wash,exfoliator,dryingmay worsen oily skinacne triggerirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
krastase,discipline smoothing hair mask frizzy hair,haircare,reduces large poresdryingacne triggerirritating,,,oily combination,0.0,1.0,1.0,0.0,0.0
celimax,derma nature fresh blackhead cleansing oil,face cleanser,acne triggerrosacea,,,oily combination,0.0,1.0,1.0,0.0,0.0
glossier,perfecting skin tint,face makeup,dryingacne triggerrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
que bella,relaxing lavender mud face mask,sheet mask,hydratingreduces large poresdryingmay worsen oily skinacne triggerirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
tom ford,shade illuminate soft radiance foundation spf,face makeup,hydratingantiagingscar healingbrighteningdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
lush,marilyn hair treatment,haircare,reduces irritationdryingmay worsen oily skinacne triggerirritating,,,normal dry oily combination,0.0,1.0,1.0,1.0,1.0
cinq mondes,ayurvedic plant repairing cream shampoo,shampoo,reduces large poresdryingacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
nivea,delicious drop lip balm spf peach vanilla,lip moisturizer,brighteningmay worsen oily skinirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
chapstick,original chapstick,lip moisturizer,may worsen oily skinacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
origin,plantscription antiaging cleanser,face cleanser,may worsen oily skinacne triggereczema,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
granado,sabonete lquido de enxofre antiacne,face cleanser,reduces large poresdryingacne triggerirritatingrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
generic value product,blonde leave treatment compare miracle leave blonde,haircare,reduces irritationacne triggereczema,,,dry,0.0,0.0,0.0,1.0,0.0
soapbox,sea mineral blue iris gentle moisture liquid hand soap,hand care,dryingmay worsen oily skinacne triggerirritating,,,dry,0.0,0.0,0.0,1.0,0.0
dove,daily moisture shampoo,shampoo,reduces large poresdryingacne triggerirritating,,,oily,0.0,0.0,1.0,0.0,0.0
glossier,body hero daily perfecting cream,bath body,reduces large poresdryingacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
sofina,ip skin care uv protector spf pa dry skin,sunscreen,dryingirritating,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
revolution beauty,glow splendour ultra matte bronzer light,face makeup,acne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
lush,lemony flutter cuticle butter,hand care,may worsen oily skinacne triggerirritating,,,dry,0.0,0.0,0.0,1.0,0.0
armani beauty,luminous silk foundation,face makeup,,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
eau thermale avne,cicalfate lip restorative lip cream,lip moisturizer,may worsen oily skinacne trigger,,,oily,0.0,0.0,1.0,0.0,0.0
bed head tigi,recovery moisturising conditioner dry hair,conditioner,reduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,normal dry,0.0,0.0,0.0,1.0,1.0
darrow,actine control gel de limpeza,face cleanser,reduces large poresantiagingdryingirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
espa,clarifying clay mineral mask,wet mask,acne triggereczema,,,oily,0.0,0.0,1.0,0.0,0.0
heliocare,advanced spf spray,sunscreen,reduces large poresantiagingdryingirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
sexyhair,healthy sexy hair strengthening conditioner,conditioner,reduces large poresdryingacne triggerirritatingeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
belo,sunexpert face cover spf pa,sunscreen,reduces irritationbrighteningacne triggerirritatingrosaceaeczema,,,normal dry,0.0,0.0,0.0,1.0,1.0
finesse,restore strengthen normal conditioner,conditioner,reduces large poresdryingacne triggerirritatingeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
lancme,bienfait multivital eye sunscreen broad spectrum spf,eye moisturizer,reduces irritationbrighteningdryingmay worsen oily skinacne triggerirritatingeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
nivea,firming plus body lotion,bath body,acne trigger,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
krastase,elixir ultime le fondant conditioner,conditioner,reduces large poresbrighteningdryingacne triggerirritating,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
burt bee,sensitive facial cleanser,face cleanser,reduces large poresdryingmay worsen oily skinacne triggerirritatingeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
britney spear fragrance,hidden fantasy eau de parfum,fragrance,dryingirritatingrosacea,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
skinceuticals,age interrupter,facial treatment,may worsen oily skin,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
mane tail,herbal gro shampoo,shampoo,hydratingreduces large poresdryingmay worsen oily skinirritating,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
dove,dryness relief body wash jojoba oil,bath body,reduces large poresdryingmay worsen oily skinacne triggerirritating,,,normal dry,0.0,0.0,0.0,1.0,1.0
loreal,hydrafresh toner,toner,reduces irritationreduces large poresdryingacne triggerirritatingrosaceaeczema,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
botanics,organic softening facial cleanser,face cleanser,reduces large poresdryingacne triggerirritating,,,dry,0.0,0.0,0.0,1.0,0.0
carol daughter,goddess strength fortifying conditioner castor oil,conditioner,reduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
fresh,umbrian clay pore purifying face mask,wet mask,dryingmay worsen oily skinacne trigger,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
britney spear fragrance,fantasy bloom eau de toilette,fragrance,dryingirritatingrosacea,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
clinic,intensive uv sunblock cream spf pa,sunscreen,may worsen oily skinirritatingrosacea,,,dry,0.0,0.0,0.0,1.0,0.0
aveeno,ultracalming fragrancefree daily facial moisturizer spf,day moisturizer,reduces irritationmay worsen oily skinacne triggerirritatingrosacea,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
cl de peau beaut,radiant fluid foundation spf pa,face makeup,reduces large poresantiagingscar healingbrighteningdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
moroccanoil,intense hydrating mask,haircare,reduces irritationreduces large poresdryingacne triggerirritating,,,dry,0.0,0.0,0.0,1.0,0.0
rimmel london,stay matte pressed powder warm beige,face makeup,brighteningmay worsen oily skinacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
etude house,double lasting foundation spf pa neutral beige,face makeup,dryingmay worsen oily skinacne triggerirritatingeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
john frieda,frizz ease straight fixation styling crme,haircare,reduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
clarins,onestep gentle exfoliating cleanser orange extract,face cleanser,dryingacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
soap glory,mist madly daily smooth body lotion,bath body,reduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
kose cosmeport,suncut aqualy uv protect gel,sunscreen,reduces irritationmay worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
ottie,uv defense sun fluid spfpa,sunscreen,may worsen oily skinirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
laneige,water glow base corrector,face makeup,dryingmay worsen oily skinacne triggerirritatingrosacea,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
caswellmassey,almond bar soap,bath body,dryingmay worsen oily skinacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
rimmel london,stay glossy lip gloss seduce,lip makeup,brighteningmay worsen oily skinacne triggerirritatingrosaceaeczema,,,dry oily sensitive,1.0,0.0,1.0,1.0,0.0
vzk,sun protection cream spf sensitive,sunscreen,acne triggerirritatingrosaceaeczema,,,normal dry,0.0,0.0,0.0,1.0,1.0
ryor,denn krm uv filtry koenzymem,day moisturizer,may worsen oily skinacne triggerirritatingrosacea,,,normal oily,0.0,0.0,1.0,0.0,1.0
cetaphil,acne relief body wash,bath body,reduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
papa recipe,bombee moist sun essence spf pa,sunscreen,brighteningmay worsen oily skinacne triggerirritatingrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
blistex,medicated spf lip balm,lip moisturizer,may worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
gehwol,extra universal foot cream,bath body,may worsen oily skinirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
davines,love hair smoother,haircare,reduces irritationreduces large poresdryingirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
solimo,sheer facial sunscreen lotion spf,sunscreen,may worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
loccitane,shea butter hand cream,hand care,may worsen oily skinacne triggereczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
neutrogena,oilfree moisture broad spectrum spf,sunscreen,acne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
scinic,enjoy round airy sun stick spf pa,sunscreen,may worsen oily skinacne triggerirritatingrosaceaeczema,,,dry oily sensitive,1.0,0.0,1.0,1.0,0.0
chanel,uv essentiel spf,sunscreen,may worsen oily skinirritatingrosacea,,,dry oily sensitive,1.0,0.0,1.0,1.0,0.0
hawaiian tropic,mineral skin nourishing milk spf face,sunscreen,dryingmay worsen oily skinacne triggereczema,,,oily,0.0,0.0,1.0,0.0,0.0
aquolina,pink sugar creamy body lotion,bath body,reduces large poresdryingmay worsen oily skinacne triggerirritatingrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
vaseline,illuminate shimmering body oil,oil,may worsen oily skinacne triggereczema,,,dry,0.0,0.0,0.0,1.0,0.0
mane tail,original formula conditioner,conditioner,antiagingdryingmay worsen oily skinacne trigger,,,oily,0.0,0.0,1.0,0.0,0.0
apieu,deep clean cleansing oil,makeup remover,may worsen oily skinacne trigger,,,normal combination,0.0,1.0,0.0,0.0,1.0
apieu,deep clean foam cleanser,face cleanser,dryingmay worsen oily skinacne trigger,,,oily,0.0,0.0,1.0,0.0,0.0
terry,tea tan face body bronzer,tanning,reduces large poresdryingirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
decorte,prime latte essential softening milk,essence,hydratingmay worsen oily skinacne triggerirritatingrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
celeteque,skin defense face body daily protection cream spf,sunscreen,reduces large poresdryingmay worsen oily skinacne triggerirritatingrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
la mer,cleansing foam,face cleanser,hydratingdryingmay worsen oily skinacne triggerrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
philosophy,bath shower gel amazing grace,bath body,reduces large poresdryingacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
bed head tigi,resurrection repair shampoo damaged hair,shampoo,reduces large poresdryingacne triggerirritatingeczema,,,dry,0.0,0.0,0.0,1.0,0.0
finesse,restore strengthen normal shampoo,shampoo,dryingmay worsen oily skinirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
yves rocher,antiaging sun care,,reduces irritationbrighteningmay worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
benamor,cream,general moisturizer,may worsen oily skinrosacea,,,oily,0.0,0.0,1.0,0.0,0.0
ipisu,refresh nature cream,general moisturizer,redness reducingreduces large poresantiagingdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
sexyhair,healthy sexy hair strengthening shampoo,shampoo,hydratingreduces large poresdryingmay worsen oily skinirritatingeczema,,,normal dry oily combination,0.0,1.0,1.0,1.0,1.0
gehwol,med deodorant foot cream,bath body,acne trigger,,,normal dry oily combination,0.0,1.0,1.0,1.0,1.0
cl de peau beaut,foundation spf bf light buff,face makeup,brighteningmay worsen oily skinirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
solimo,daily acne control cleanser benzoyl peroxide acne medication,face cleanser,acne fightingdryingmay worsen oily skinirritatingrosaceaeczema,,,sensitive,1.0,0.0,0.0,0.0,0.0
sally hansen,cuticle massage cream,hand care,antiagingmay worsen oily skinacne triggerrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
maybelline,total temptation washable mascara,eye makeup,dryingmay worsen oily skinacne triggereczema,,,oily,0.0,0.0,1.0,0.0,0.0
covergirl,professional loose powder translucent light,face makeup,may worsen oily skinacne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
bed head tigi,resurrection repair conditioner damaged hair,conditioner,reduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
garnier,micellar oilinfused cleansing water,face cleanser,irritatingrosacea,,,dry,0.0,0.0,0.0,1.0,0.0
maybelline,lash sensational mascara,eye makeup,reduces large poresdryingmay worsen oily skinacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
cetaphil,flareup relief body wash,bath body,reduces large poresdryingmay worsen oily skinacne triggerirritating,,,oily,0.0,0.0,1.0,0.0,0.0
natura siberica,copenhagen white cedar volume shampoo,shampoo,reduces large poresdryingacne triggerirritating,,,oily,0.0,0.0,1.0,0.0,0.0
missha,around safe block soft finish sun milk spfpa,sunscreen,brighteningmay worsen oily skinacne triggerirritatingrosaceaeczema,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
paul mitchell,bond rx treatment,haircare,reduces irritationreduces large poresdryingmay worsen oily skinacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
frudia,pomegranate nutrimoisturizing sticky cleansing foam,face cleanser,dryingacne triggerirritatingeczema,,,oily,0.0,0.0,1.0,0.0,0.0
vitamin sea beauty,sea salt coconut gentle brightening scrub,bath body,dryingacne trigger,,,dry,0.0,0.0,0.0,1.0,0.0
bed head tigi,reenergize conditioner urban antidote,conditioner,reduces large poresantiagingdryingacne triggerirritatingrosaceaeczema,,,dry,0.0,0.0,0.0,1.0,0.0
nivea,uv face shine control spf,sunscreen,brighteningdryingacne triggerirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
hera,black cushion spf pa vanilla,face makeup,dryingmay worsen oily skinacne triggerirritating,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
sexyhair,healthy sexy hair moisturizing shampoo,shampoo,reduces large poresdryingacne triggerirritatingeczema,,,oily sensitive,1.0,0.0,1.0,0.0,0.0
cien,gentle cleansing milk,face cleanser,acne triggerrosacea,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
neutrogena,rapid clear stubborn daily acne facial cleanser,face cleanser,acne fightingdryingmay worsen oily skinirritatingrosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
eucerin,dry skin smoothing face creme day urea,general moisturizer,rosaceaeczema,,,oily,0.0,0.0,1.0,0.0,0.0
victoria beauty,rose bulgaria hyaluron face cream,general moisturizer,reduces irritationmay worsen oily skinacne triggerrosacea,,,dry,0.0,0.0,0.0,1.0,0.0
dove,invisible solid antiperspirant original clean,bath body,may worsen oily skinacne trigger,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
moroccanoil,hydrating styling cream,haircare,reduces large poresdryingacne triggerirritating,,,normal dry oily combination sensitive,1.0,1.0,1.0,1.0,1.0
mancave,spf protective moisturiser,day moisturizer,brighteningacne triggerirritatingrosaceaeczema,,,oily combination sensitive,1.0,1.0,1.0,0.0,0.0
